"Peak
Retention
Time",RRT (ISTD),"Peak Area
Percent",Area,Height,Compound,Compound Amount,Units,id,excel sheet,page number
19.445,0.723,0.07,0.94959,0.08682,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
20.52,0.763,0.85,11.088,1.545,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
20.741,0.771,21.97,286.21,36.48,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
22.565,0.839,0.07,0.93118,0.1137,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
22.829,0.848,0.48,6.2164,0.8405,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
23.204,0.862,0.12,1.5248,0.1874,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
23.391,0.869,0.16,2.0685,0.2462,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
26.909,1.00,11.4,148.60,19.39,R2/R3,0.04208,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
28.484,1.06,0.1,1.3618,0.1681,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
29.069,1.08,0.16,2.0607,0.2557,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
29.933,1.11,0.23,3.0383,0.2753,,0,mg/mL,EC-21-014-DOE10-R4-T30,EC-21-014-DoE91011.xlsx,24
2.385,0.0892,0.14,1.8351,0.5974,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
5.825,0.218,0.42,5.6464,0.9832,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
7.042,0.263,0.09,1.1466,0.1547,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
8.078,0.302,62.98,841.23,139.0,CIPRO,0.03782,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
9.771,0.365,0.33,4.4660,0.7324,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
10.363,0.387,0.28,3.6771,0.5133,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
11.274,0.422,1.54,20.615,0.4834,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
14.351,0.537,0.69,9.1510,1.082,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
14.811,0.554,0.07,0.88302,0.1164,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
15.44,0.577,2.83,37.789,3.954,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
16.886,0.631,0.65,8.6539,1.061,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
19.059,0.713,25.98,346.99,43.27,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
20.514,0.767,1.68,22.398,2.518,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
21.239,0.794,0.12,1.5762,0.1776,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
22.143,0.828,0.6,8.0015,0.9966,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
22.525,0.842,0.81,10.824,1.398,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
23.163,0.866,0.05,0.65813,0.09951,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
23.388,0.874,0.07,0.95257,0.1106,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
26.187,0.979,0.04,0.53584,0.07799,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
26.746,1.00,0.16,2.1239,0.2376,R2/R3,0.0006014,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
28.484,1.06,0.09,1.2102,0.1479,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
28.753,1.08,0.18,2.4277,0.3250,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
29.933,1.12,0.21,2.8256,0.2686,,0,mg/mL,EC-21-014-DOE10-R5-T2,EC-21-014-DoE91011.xlsx,26
2.385,0.0892,0.15,1.8032,0.5844,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
5.827,0.218,0.42,5.2657,0.9323,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
7.042,0.263,0.1,1.2083,0.1502,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
8.078,0.302,63.43,786.70,129.9,CIPRO,0.03536,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
10.364,0.388,0.27,3.3313,0.4334,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
11.271,0.421,1.62,20.030,0.4572,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
14.35,0.537,0.68,8.3825,1.011,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
14.802,0.553,0.08,0.98634,0.1273,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
15.428,0.577,3.46,42.903,4.569,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
16.888,0.631,0.48,6.0121,0.7450,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
19.058,0.713,25.2,312.51,38.97,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
20.513,0.767,1.51,18.716,2.109,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
21.238,0.794,0.1,1.2394,0.1547,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
22.143,0.828,0.6,7.4037,0.9419,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
22.524,0.842,1.17,14.535,1.869,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
23.161,0.866,0.05,0.60536,0.08843,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
23.392,0.875,0.06,0.71824,0.08707,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
26.192,0.979,0.04,0.54817,0.07184,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
26.745,1.00,0.13,1.6345,0.1918,R2/R3,0.0004629,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
28.478,1.06,0.06,0.77212,0.1138,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
28.756,1.08,0.16,1.9454,0.2680,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
29.93,1.12,0.24,2.9434,0.2784,,0,mg/mL,EC-21-014-DOE10-R5-T4,EC-21-014-DoE91011.xlsx,28
2.385,0.0892,0.14,1.7710,0.5754,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
5.826,0.218,0.41,5.0978,0.9246,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
7.038,0.263,0.09,1.1080,0.1501,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
8.08,0.302,62.99,789.21,130.8,CIPRO,0.03548,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
9.772,0.365,0.24,3.0194,0.4994,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
10.367,0.388,0.24,3.0095,0.4007,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
11.265,0.421,1.62,20.328,0.4500,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
12.736,0.476,0.06,0.73268,0.06806,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
14.352,0.536,0.69,8.7013,1.023,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
14.8,0.553,0.07,0.91792,0.1209,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
15.424,0.577,3.97,49.764,5.344,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
16.892,0.631,0.42,5.2017,0.6365,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
19.06,0.712,24.34,304.97,38.00,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
20.515,0.767,1.34,16.732,1.967,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
20.731,0.775,0.44,5.5683,0.6250,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
21.241,0.794,0.13,1.6180,0.1738,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
22.145,0.828,0.59,7.3621,0.9482,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
22.527,0.842,1.51,18.881,2.425,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
23.162,0.866,0.05,0.56905,0.09062,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
23.388,0.874,0.06,0.76225,0.08937,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
26.19,0.979,0.05,0.66042,0.07733,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
26.751,1.00,0.07,0.87193,0.1192,R2/R3,0.0002469,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
28.478,1.06,0.08,1.0608,0.1220,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
28.754,1.07,0.16,2.0609,0.2721,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
29.928,1.12,0.24,3.0087,0.2783,,0,mg/mL,EC-21-014-DOE10-R5-T6,EC-21-014-DoE91011.xlsx,30
2.385,0.0892,0.21,1.4446,0.4691,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
5.824,0.218,0.17,1.1167,0.2196,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
6.157,0.230,0.05,0.30545,0.06758,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
8.079,0.302,6.03,40.674,6.664,CIPRO,0.001828,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
9.768,0.365,52.81,355.94,56.30,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
14.349,0.537,0.8,5.3720,0.6632,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
14.801,0.553,0.08,0.52328,0.07515,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
15.426,0.577,1.06,7.1283,0.8255,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
16.882,0.631,1.07,7.2340,0.8779,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
19.056,0.713,10.3,69.446,8.670,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
20.514,0.767,1.55,10.420,1.482,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
20.735,0.775,24.69,166.40,21.16,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
22.818,0.853,0.5,3.4019,0.2387,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
23.172,0.866,0.07,0.44201,0.06638,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
26.745,1.00,0.11,0.77249,0.1034,R2/R3,0.0002188,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
28.485,1.07,0.11,0.73150,0.09435,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
29.925,1.12,0.39,2.6591,0.2793,,0,mg/mL,EC-21-014-DOE11-R4-T5,EC-21-014-DoE91011.xlsx,32
2.385,0.0892,0.11,1.3815,0.4567,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
5.825,0.218,0.25,3.0845,0.5832,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
6.151,0.230,0.02,0.28412,0.05207,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
6.577,0.246,0.03,0.38833,0.06677,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
8.08,0.302,16.2,202.98,33.15,CIPRO,0.009124,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
9.768,0.365,68.26,855.28,135.2,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
14.349,0.537,0.39,4.8923,0.5958,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
14.808,0.554,0.04,0.53635,0.06734,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
15.425,0.577,1.06,13.340,1.584,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
16.884,0.631,0.48,6.0442,0.7432,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
19.058,0.713,3.85,48.211,6.010,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
20.514,0.767,0.39,4.8461,0.6802,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
20.734,0.775,7.86,98.531,12.59,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
22.818,0.853,0.35,4.3606,0.3898,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
23.181,0.867,0.04,0.49674,0.06627,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
26.744,1.00,0.08,1.0456,0.1209,R2/R3,0.0002961,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
26.9,1.01,0.12,1.5095,0.1718,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
28.474,1.06,0.05,0.57308,0.07639,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
29.051,1.09,0.19,2.3397,0.2544,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
29.923,1.12,0.23,2.8836,0.2790,,0,mg/mL,EC-21-014-DOE11-R4-T15,EC-21-014-DoE91011.xlsx,34
2.385,0.0892,0.07,1.4065,0.4689,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
5.824,0.218,0.31,6.2702,1.097,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
6.153,0.230,0.02,0.41768,0.06395,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
6.574,0.246,0.03,0.64480,0.1069,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
7.058,0.264,0.03,0.54531,0.08511,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
8.078,0.302,24.72,501.61,81.82,CIPRO,0.02255,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
9.762,0.365,68.1,1382.0,218.8,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
14.347,0.537,0.27,5.3938,0.6371,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
14.803,0.554,0.03,0.63201,0.07259,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
15.422,0.577,0.86,17.378,2.071,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
16.418,0.614,0.04,0.80355,0.08798,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
16.878,0.631,0.26,5.3510,0.7097,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
19.053,0.713,1.25,25.361,3.174,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
20.509,0.767,0.1,1.9619,0.2772,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
20.73,0.775,2.97,60.331,7.721,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
22.137,0.828,0.05,0.94703,0.1176,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
22.817,0.853,0.23,4.6183,0.5308,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
23.196,0.867,0.03,0.56852,0.07334,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
26.74,1.00,0.06,1.1482,0.1292,R2/R3,0.0003252,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
26.899,1.01,0.06,1.1555,0.1339,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
28.468,1.06,0.04,0.74252,0.08964,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
28.745,1.08,0.03,0.51264,0.06629,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
29.042,1.09,0.32,6.5213,0.6168,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
29.92,1.12,0.16,3.1668,0.3152,,0,mg/mL,EC-21-014-DOE11-R4-T30,EC-21-014-DoE91011.xlsx,36
2.385,0.0892,0.09,1.5039,0.4888,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
5.826,0.218,0.3,5.1994,0.9437,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
7.109,0.266,0.09,1.5115,0.1898,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
8.074,0.302,92.45,1595.1,262.7,CIPRO,0.07170,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
9.77,0.365,0.78,13.483,2.109,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
14.348,0.537,0.26,4.5021,0.5209,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
15.429,0.577,1.24,21.414,2.288,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
16.889,0.632,0.14,2.4886,0.2909,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
19.055,0.713,3.47,59.813,7.436,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
20.512,0.767,0.12,2.0684,0.2409,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
20.729,0.775,0.05,0.81600,0.09498,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
21.237,0.794,0.06,1.0295,0.1002,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
22.141,0.828,0.23,3.9013,0.5082,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
22.521,0.842,0.22,3.7676,0.4812,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
26.733,1.00,0.05,0.77686,0.09003,R2/R3,0.0002200,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
28.75,1.08,0.29,5.0020,0.6922,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
29.922,1.12,0.18,3.0539,0.3081,,0,mg/mL,EC-21-014-DOE11-R5-T2,EC-21-014-DoE91011.xlsx,38
5.846,0.725,0.07,3.2438,0.5993,,0,mg/mL,AVF-21-013-CIP1,EC-21-014-DoE91011.xlsx,40
7.115,0.882,0.36,16.755,1.927,,0,mg/mL,AVF-21-013-CIP1,EC-21-014-DoE91011.xlsx,40
8.068,1.00,99.48,4631.0,745.5,CIPRO,0.2080,mg/mL,AVF-21-013-CIP1,EC-21-014-DoE91011.xlsx,40
14.25,1.77,0.02,1.0773,0.1480,,0,mg/mL,AVF-21-013-CIP1,EC-21-014-DoE91011.xlsx,40
29.925,3.71,0.07,3.0779,0.3099,,0,mg/mL,AVF-21-013-CIP1,EC-21-014-DoE91011.xlsx,40
2.385,0.0892,0.08,1.5008,0.4918,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
5.83,0.218,0.31,5.9504,1.036,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
7.108,0.266,0.13,2.3909,0.2460,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
8.076,0.302,92.89,1766.4,288.5,CIPRO,0.07934,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
14.352,0.536,0.25,4.8459,0.5724,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
14.807,0.553,0.02,0.42667,0.05993,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
15.423,0.576,1.56,29.667,3.144,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
16.896,0.632,0.11,1.9967,0.2418,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
19.059,0.712,3.28,62.301,7.712,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
20.514,0.767,0.12,2.2290,0.2464,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
20.735,0.775,0.08,1.6031,0.1906,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
21.244,0.794,0.06,1.2360,0.1138,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
22.144,0.828,0.23,4.4014,0.5606,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
22.526,0.842,0.38,7.1813,0.9040,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
26.753,1.00,0.05,0.85730,0.09633,R2/R3,0.0002428,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
28.481,1.06,0.02,0.39490,0.05798,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
28.755,1.07,0.25,4.8426,0.6626,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
29.93,1.12,0.18,3.3404,0.3309,,0,mg/mL,EC-21-014-DOE11-R5-T4,EC-21-014-DoE91011.xlsx,42
2.386,0.0892,0.08,1.4634,0.4864,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
5.827,0.218,0.3,5.6941,1.021,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
7.108,0.266,0.1,1.9508,0.2379,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
8.072,0.302,92.28,1732.9,284.9,CIPRO,0.07783,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
8.616,0.322,0.06,1.2056,0.09436,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
9.771,0.365,0.3,5.6453,0.9355,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
14.348,0.537,0.28,5.2114,0.5702,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
15.413,0.576,1.79,33.652,3.669,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
16.897,0.632,0.11,1.9887,0.2349,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
19.056,0.713,3.11,58.488,7.261,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
20.511,0.767,0.1,1.9513,0.2207,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
20.734,0.775,0.21,4.0057,0.5059,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
21.241,0.794,0.06,1.1934,0.1115,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
22.143,0.828,0.23,4.3486,0.5597,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
22.522,0.842,0.49,9.2275,1.186,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
26.743,1.00,0.04,0.82835,0.09561,R2/R3,0.0002346,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
28.749,1.08,0.26,4.7956,0.6603,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
29.923,1.12,0.18,3.3138,0.3246,,0,mg/mL,EC-21-014-DOE11-R5-T6,EC-21-014-DoE91011.xlsx,44
2.386,0.0892,0.22,1.5214,0.4892,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
